   Scenario         N1            N2            N3            N4            t1            t2            d3           Nbn3           d4           Nbn4          N34            t3           d34          Nbn34           t4            Na        AMLm_1.2.3    AMLm_1.2.4    AMLm_1.3.4    AMLm_2.1.3    AMLm_2.1.4    AMLm_2.3.4    AMLm_3.1.2    AMLm_3.1.4    AMLm_3.2.4    AMLm_4.1.2    AMLm_4.1.3    AMLm_4.2.3    AMLv_1.2.3    AMLv_1.2.4    AMLv_1.3.4    AMLv_2.1.3    AMLv_2.1.4    AMLv_2.3.4    AMLv_3.1.2    AMLv_3.1.4    AMLv_3.2.4    AMLv_4.1.2    AMLv_4.1.3    AMLv_4.2.3    F3m_1.2.3     F3m_1.2.4     F3m_1.3.4     F3m_2.1.3     F3m_2.1.4     F3m_2.3.4     F3m_3.1.2     F3m_3.1.4     F3m_3.2.4     F3m_4.1.2     F3m_4.1.3     F3m_4.2.3     F3v_1.2.3     F3v_1.2.4     F3v_1.3.4     F3v_2.1.3     F3v_2.1.4     F3v_2.3.4     F3v_3.1.2     F3v_3.1.4     F3v_3.2.4     F3v_4.1.2     F3v_4.1.3     F3v_4.2.3    F4m_1.2.3.4   F4m_1.3.2.4   F4m_1.4.2.3   F4v_1.2.3.4   F4v_1.3.2.4   F4v_1.4.2.3     FST1m_1       FST1m_2       FST1m_3       FST1m_4       FST1v_1       FST1v_2       FST1v_3       FST1v_4      FST2m_1.2     FST2m_1.3     FST2m_1.4     FST2m_2.3     FST2m_2.4     FST2m_3.4     FST2v_1.2     FST2v_1.3     FST2v_1.4     FST2v_2.3     FST2v_2.4     FST2v_3.4    FST3m_1.2.3   FST3m_1.2.4   FST3m_1.3.4   FST3m_2.3.4   FST3v_1.2.3   FST3v_1.2.4   FST3v_1.3.4   FST3v_2.3.4  FST4m_1.2.3.4 FST4v_1.2.3.4    HBm_1.2       HBm_1.3       HBm_1.4       HBm_2.3       HBm_2.4       HBm_3.4       HBv_1.2       HBv_1.3       HBv_1.4       HBv_2.3       HBv_2.4       HBv_3.4        HWm_1         HWm_2         HWm_3         HWm_4         HWv_1         HWv_2         HWv_3         HWv_4         ML1p_1        ML1p_2        ML1p_3        ML1p_4       ML2p_1.2      ML2p_1.3      ML2p_1.4      ML2p_2.3      ML2p_2.4      ML2p_3.4     ML3p_1.2.3    ML3p_1.2.4    ML3p_1.3.4    ML3p_2.3.4     NEIm_1.2      NEIm_1.3      NEIm_1.4      NEIm_2.3      NEIm_2.4      NEIm_3.4      NEIv_1.2      NEIv_1.3      NEIv_1.4      NEIv_2.3      NEIv_2.4      NEIv_3.4   
  1    39507.037558  28475.953164  86008.024166  23353.786445     24.072611   1496.013599     41.068129     63.940992     19.103603    308.929326  32238.762253   2341.708930      6.511796    267.209298   2798.880626   1873.747798      0.632994      0.691449      0.622575      0.632084      0.684398      0.618404      0.501287      0.441297      0.441699      0.492616      0.324735      0.325734      0.205712      0.191722      0.226158      0.206826      0.192885      0.228111      0.245595      0.231628      0.231649      0.246637      0.210818      0.210813     -0.000060      0.000047      0.000913      0.000015     -0.000092      0.000881      0.001045      0.000072      0.000179      0.001899      0.001033      0.000926      0.000007      0.000009      0.000045      0.000006      0.000007      0.000041      0.000036      0.000020      0.000023      0.000092      0.000039      0.000034      0.000107      0.000973      0.000866      0.000006      0.000041      0.000041     -0.033501     -0.031918      0.175374      0.006549      5.578229      5.614570      5.387859      5.485642     -0.001097      0.026313      0.046638      0.028272      0.043483      0.030045      0.000216      0.000688      0.001595      0.000699      0.001350      0.001047      0.017335      0.029963      0.034810      0.034292      0.000324      0.000771      0.000791      0.000745      0.029126      0.000542      0.040495      0.037457      0.041731      0.037500      0.041561      0.036790      0.008236      0.008181      0.008088      0.008221      0.008035      0.008057      0.040571      0.040509      0.032371      0.038999      0.008596      0.008652      0.008303      0.008453      0.598400      0.602400      0.728600      0.644800      0.432200      0.407800      0.312800      0.411400      0.317200      0.482000      0.245000      0.148600      0.162800      0.166200      0.000641      0.001736      0.002662      0.001813      0.002461      0.001770      0.000018      0.000096      0.000219      0.000111      0.000170      0.000097
  1    71029.333587  57652.606322  37491.243283  12762.299844     18.194028   4684.913530     28.897971    492.026795     26.036783    124.293835  54329.295065   7494.592108      1.286605    293.242977   8647.674936    871.035279      0.664612      0.640524      0.469309      0.654326      0.631097      0.471041      0.489757      0.314715      0.322033      0.492516      0.342270      0.347735      0.196817      0.201352      0.246227      0.202947      0.207048      0.246596      0.248680      0.208163      0.210695      0.249877      0.224159      0.225804      0.000004     -0.000007      0.000695      0.000026      0.000037      0.000728      0.000657     -0.000033     -0.000044      0.003674      0.002972      0.002983      0.000002      0.000006      0.000020      0.000003      0.000007      0.000018      0.000008      0.000010      0.000009      0.000484      0.000429      0.000440     -0.000011      0.000691      0.000702      0.000004      0.000018      0.000017     -0.065724     -0.065022      0.398603      0.021826      4.088204      4.278243      2.771639      8.134049      0.001043      0.028645      0.117668      0.029581      0.118944      0.121496      0.000212      0.000522      0.004094      0.000574      0.004597      0.004876      0.018357      0.081353      0.092645      0.093428      0.000254      0.003049      0.002781      0.002983      0.072421      0.002261      0.028698      0.023091      0.031166      0.023104      0.031201      0.024191      0.002638      0.001862      0.004047      0.001908      0.004090      0.004003      0.028677      0.028658      0.016183      0.026321      0.002960      0.003098      0.002007      0.005890      0.578800      0.592000      0.740200      0.802600      0.403000      0.337600      0.391200      0.351600      0.404400      0.576200      0.163800      0.215800      0.173800      0.187800      0.000357      0.000735      0.003815      0.000739      0.003823      0.003202      0.000003      0.000018      0.000709      0.000013      0.000729      0.000625
  1    58229.776709  96327.130248  93761.465436   8750.193278     27.747975   1492.978449     27.002320    468.322644     26.469468    274.275056  62029.247406   2905.829316     46.620246    380.208748   6744.039270   8424.038850      0.575430      0.562543      0.504707      0.587637      0.572151      0.505979      0.509167      0.290711      0.283251      0.509106      0.299555      0.287534      0.212742      0.211337      0.227864      0.212023      0.211222      0.230711      0.243749      0.181382      0.176972      0.246111      0.199369      0.194270     -0.000003     -0.000032      0.002155      0.000117      0.000146      0.002303      0.002181      0.000024     -0.000005      0.005411      0.003224      0.003253      0.000017      0.000032      0.000163      0.000019      0.000033      0.000165      0.000098      0.000071      0.000077      0.000607      0.000288      0.000291     -0.000029      0.002158      0.002187      0.000019      0.000147      0.000149     -0.007081     -0.022134      0.085299      0.157532      3.616027      3.664234      3.970390      4.081348      0.001912      0.037256      0.090310      0.038923      0.092331      0.059347      0.000222      0.001368      0.004621      0.001449      0.004699      0.003568      0.025924      0.061625      0.062545      0.063827      0.000733      0.002388      0.002054      0.002177      0.053404      0.001521      0.059557      0.058475      0.059559      0.059035      0.060178      0.054722      0.012052      0.012755      0.013954      0.012847      0.014072      0.014122      0.059002      0.059884      0.053590      0.049358      0.012412      0.012578      0.013628      0.014009      0.470600      0.464600      0.668800      0.763000      0.243600      0.295000      0.350200      0.289000      0.343400      0.584400      0.081200      0.130200      0.213400      0.206800      0.001246      0.003524      0.007219      0.003654      0.007439      0.004844      0.000035      0.000290      0.001256      0.000298      0.001289      0.000507
  1    38203.573661   6893.089806   1943.347316  27083.559798     23.090389   4104.058666      4.947587    483.530323     13.502456    103.561708  18472.617637   8221.185473     38.743800    410.876195   9795.373995   1072.237742      0.857073      0.884301      0.622846      0.857707      0.884037      0.622215      0.494195      0.564470      0.565502      0.490894      0.424684      0.426908      0.095391      0.080749      0.234326      0.094796      0.080121      0.234215      0.249974      0.227830      0.227942      0.249424      0.232708      0.232944      0.000217      0.000206      0.012707     -0.000190     -0.000179      0.012311      0.012587      0.000097      0.000086      0.015183      0.002682      0.002693      0.000072      0.000073      0.003772      0.000066      0.000067      0.003563      0.003576      0.000128      0.000129      0.004223      0.000328      0.000330     -0.000011      0.012490      0.012501      0.000001      0.003589      0.003604      0.185817      0.179941      0.317450      0.040646      3.979933      3.933570      2.307144      3.147714      0.000626      0.241330      0.243938      0.234758      0.238692      0.059217      0.000340      0.015366      0.014420      0.016652      0.014407      0.002231      0.168368      0.179025      0.189924      0.185608      0.008838      0.009390      0.010328      0.010368      0.180963      0.007987      0.043979      0.053058      0.063087      0.052809      0.062860      0.046937      0.011130      0.012805      0.014097      0.012382      0.013733      0.007302      0.043793      0.044109      0.036713      0.051602      0.011515      0.011380      0.006675      0.009107      0.745000      0.746400      0.650200      0.517600      0.693800      0.415000      0.278200      0.416400      0.279400      0.285600      0.364400      0.227200      0.050600      0.052000      0.000858      0.014260      0.016922      0.013762      0.016420      0.003355      0.000019      0.005307      0.006035      0.005015      0.005837      0.000318
  1    83300.829521   1935.162855  48066.299132  11636.792531     24.868439    746.534413      9.926055    145.059405     49.857668     53.132716  20642.996026   1449.768246     18.919135    408.433752   7088.668130   6561.975890      0.874400      0.875978      0.509815      0.845556      0.844079      0.511436      0.459838      0.577913      0.597152      0.462072      0.553853      0.568602      0.081805      0.077791      0.239613      0.101667      0.099960      0.239427      0.241147      0.208287      0.203964      0.244898      0.238982      0.236995     -0.000010      0.000049      0.016108     -0.000003     -0.000062      0.016056      0.015727     -0.000391     -0.000332      0.035124      0.019065      0.019006      0.000076      0.000147      0.003876      0.000079      0.000147      0.003916      0.002815      0.001159      0.001162      0.012096      0.005145      0.005121      0.000059      0.016117      0.016058      0.000073      0.003814      0.003839      0.198786      0.203160      0.076181      0.347036      2.298353      2.323853      2.313179      1.864440     -0.000157      0.157842      0.332248      0.158240      0.332216      0.195904      0.000382      0.012061      0.035893      0.012440      0.036800      0.015282      0.113620      0.242922      0.231294      0.231355      0.008144      0.025763      0.016952      0.017169      0.206291      0.014673      0.077673      0.099575      0.105864      0.099369      0.105540      0.095326      0.021424      0.026582      0.036200      0.026785      0.036271      0.027064      0.077898      0.077472      0.089818      0.063484      0.021725      0.021966      0.021866      0.017624      0.660000      0.680600      0.452400      0.605600      0.624800      0.280200      0.364000      0.299800      0.384200      0.205000      0.247200      0.329800      0.033000      0.052600      0.001688      0.021119      0.043241      0.021191      0.043037      0.024621      0.000043      0.005293      0.018037      0.005305      0.018016      0.007421
  1    48716.602625  60015.520243  93206.893458  29635.318482      7.082714   1182.370521     21.410379     14.410466     37.821103    191.839486  44401.020563   3526.593384     30.027613    176.324440   8625.045907   7986.567329      0.659203      0.645099      0.505712      0.670093      0.661915      0.508239      0.508019      0.295900      0.288648      0.512124      0.306053      0.295223      0.190684      0.191450      0.232861      0.186987      0.187360      0.235774      0.244140      0.180716      0.177290      0.246484      0.199785      0.195489      0.000064      0.000095      0.003843     -0.000002     -0.000032      0.003746      0.003639     -0.000140     -0.000109      0.006823      0.003075      0.003044      0.000021      0.000032      0.000304      0.000020      0.000033      0.000274      0.000226      0.000092      0.000090      0.000743      0.000267      0.000262      0.000031      0.003778      0.003747      0.000016      0.000279      0.000272     -0.002367     -0.014759      0.101336      0.173184      3.269066      3.317039      3.545478      3.616947      0.000998      0.058867      0.108295      0.057526      0.105870      0.051801      0.000265      0.002320      0.005584      0.002202      0.005325      0.002491      0.039167      0.072139      0.073896      0.072612      0.001182      0.003057      0.002596      0.002392      0.064348      0.001873      0.062877      0.062902      0.063880      0.063222      0.064138      0.056668      0.012279      0.013055      0.014218      0.013128      0.014282      0.014082      0.062429      0.063201      0.055970      0.051495      0.012681      0.012867      0.013753      0.014030      0.476200      0.467600      0.637600      0.723400      0.298400      0.270000      0.320800      0.260000      0.310600      0.533000      0.101200      0.148400      0.168400      0.158200      0.001210      0.005199      0.008876      0.005139      0.008797      0.004474      0.000032      0.000551      0.001516      0.000528      0.001415      0.000421
  1    23487.586713  45632.543439  66204.658324   4961.641839     26.707884   1240.914729      2.895938      7.959146     23.402851    478.363483  96145.313889   6394.304295     31.860798    289.996521   8942.702125   8104.714508      0.757344      0.685207      0.375916      0.756005      0.690014      0.378934      0.497028      0.295070      0.295400      0.505667      0.427890      0.424572      0.156885      0.178156      0.225206      0.155122      0.174168      0.226066      0.245991      0.176587      0.177164      0.247865      0.237012      0.236212     -0.000003     -0.000079      0.004000     -0.000002      0.000073      0.004077      0.003785     -0.000218     -0.000294      0.008119      0.004040      0.004115      0.000022      0.000036      0.000424      0.000020      0.000036      0.000436      0.000317      0.000095      0.000102      0.001151      0.000433      0.000457     -0.000076      0.004003      0.004079      0.000015      0.000403      0.000419      0.043122      0.035131      0.079544      0.148261      3.474279      3.513397      3.439081      3.893486     -0.000093      0.062784      0.128778      0.062545      0.130396      0.066905      0.000282      0.002284      0.006750      0.002394      0.007174      0.003226      0.042348      0.088648      0.087009      0.087551      0.001295      0.004218      0.003086      0.003391      0.076515      0.002573      0.057790      0.060242      0.062433      0.060483      0.062825      0.057119      0.012148      0.012554      0.014628      0.012535      0.014755      0.013595      0.057555      0.058035      0.055364      0.051231      0.012569      0.012711      0.012442      0.014086      0.561800      0.555000      0.533400      0.762600      0.429400      0.211600      0.417200      0.207000      0.411400      0.447600      0.084000      0.287800      0.127600      0.122800      0.001025      0.005293      0.010128      0.005255      0.010246      0.005447      0.000023      0.000707      0.002076      0.000666      0.002240      0.000691
  1    90920.201291  19445.632844  46849.558108  63878.997493     11.364157   5041.827541     23.586695    327.548446      8.833455    182.873978  38282.672517   6028.410243     29.503480     61.963423   9741.148519   9032.715205      0.747376      0.834079      0.747431      0.733308      0.821590      0.744908      0.484105      0.491409      0.493595      0.485555      0.229054      0.232374      0.142548      0.108138      0.182624      0.148028      0.115102      0.184871      0.246618      0.233291      0.233366      0.246394      0.158336      0.159228      0.000028      0.000034      0.012000     -0.000040     -0.000046      0.011926      0.012221      0.000249      0.000255      0.013418      0.001452      0.001446      0.000066      0.000071      0.002044      0.000067      0.000070      0.002036      0.002012      0.000170      0.000168      0.002414      0.000202      0.000204      0.000006      0.011972      0.011966      0.000009      0.001970      0.001978      0.026992      0.026481      0.289323      0.119678      2.936774      2.978773      2.838925      2.671114     -0.000162      0.160124      0.159814      0.159331      0.158976      0.027260      0.000357      0.013517      0.010007      0.011978      0.009782      0.001013      0.107466      0.110541      0.122835      0.122229      0.007695      0.005974      0.006150      0.006004      0.115619      0.004925      0.074266      0.076497      0.084174      0.076448      0.084113      0.062413      0.016740      0.019999      0.019545      0.020113      0.019658      0.016094      0.074259      0.074298      0.054238      0.067185      0.017105      0.017350      0.016535      0.015558      0.565400      0.571000      0.748200      0.481600      0.485000      0.437200      0.160600      0.444400      0.167400      0.386400      0.360000      0.082600      0.077200      0.084400      0.001453      0.015607      0.017037      0.015561      0.016933      0.003402      0.000040      0.003709      0.004295      0.003630      0.004251      0.000251
  1     3742.670581  99171.414195  96709.746081  71250.872214     17.175062    922.167176      6.024326    354.446519     15.919756    398.746138  94813.856251   1472.312701      1.133591    120.974234   9553.092704   7906.264620      0.574810      0.583402      0.521505      0.578231      0.590603      0.525104      0.504687      0.432098      0.428097      0.503781      0.414942      0.406068      0.218759      0.215927      0.228237      0.217950      0.210446      0.228164      0.232681      0.214604      0.215439      0.238269      0.227217      0.225258      0.000074      0.000119      0.000513      0.000032     -0.000013      0.000426      0.000442      0.000003      0.000048      0.000991      0.000597      0.000551      0.000008      0.000011      0.000020      0.000007      0.000009      0.000014      0.000013      0.000008      0.000011      0.000028      0.000019      0.000016      0.000045      0.000439      0.000394      0.000007      0.000014      0.000015     -0.002402      0.011209      0.018956      0.021730      3.975973      3.796788      3.940422      4.196106      0.002086      0.010106      0.021521      0.009357      0.019133      0.011866      0.000265      0.000389      0.000672      0.000372      0.000613      0.000571      0.007184      0.014290      0.014531      0.013470      0.000206      0.000359      0.000352      0.000324      0.012373      0.000247      0.050828      0.051041      0.051564      0.050652      0.051085      0.050510      0.009641      0.009841      0.010157      0.009591      0.009903      0.010071      0.051069      0.050376      0.049981      0.049840      0.010320      0.009855      0.010228      0.010891      0.520000      0.499200      0.532800      0.611000      0.310400      0.281200      0.321400      0.266400      0.305800      0.380600      0.118000      0.144400      0.152400      0.139200      0.000985      0.001467      0.002087      0.001384      0.001924      0.001487      0.000031      0.000062      0.000119      0.000052      0.000086      0.000057
  1    94914.398223  39217.236477  70644.239048  57994.863466     26.082788   1205.452808     42.498571    349.712384     26.088152    223.680712  96207.389462   1424.307593      8.098590    339.841387   4465.505643   7111.515671      0.594696      0.654733      0.617229      0.600620      0.658205      0.622927      0.503899      0.456892      0.461234      0.506759      0.349897      0.346131      0.206024      0.188968      0.211757      0.206167      0.190953      0.209155      0.234533      0.212445      0.210127      0.241199      0.212621      0.212413     -0.000048     -0.000138      0.000984     -0.000004      0.000086      0.001117      0.000929     -0.000103     -0.000193      0.003453      0.002332      0.002422      0.000010      0.000018      0.000043      0.000010      0.000024      0.000052      0.000026      0.000025      0.000027      0.000180      0.000113      0.000120     -0.000090      0.001032      0.001122      0.000014      0.000041      0.000043      0.000228     -0.004300      0.057344      0.046465      2.950019      2.962885      3.067989      3.239375     -0.000720      0.012368      0.044766      0.012943      0.047534      0.031439      0.000245      0.000557      0.001790      0.000597      0.002062      0.001340      0.008148      0.030773      0.029721      0.030871      0.000286      0.001046      0.000815      0.000922      0.024934      0.000632      0.072537      0.071238      0.074066      0.071445      0.074454      0.070911      0.014974      0.015250      0.016029      0.015241      0.016131      0.016334      0.072426      0.072754      0.068288      0.069076      0.015481      0.015549      0.016100      0.017000      0.456400      0.463400      0.559200      0.590400      0.293800      0.285200      0.261400      0.290600      0.264000      0.399200      0.145800      0.109800      0.136600      0.141600      0.001312      0.002310      0.005145      0.002321      0.005428      0.003923      0.000039      0.000087      0.000411      0.000091      0.000498      0.000265
  1    48944.691580  42002.852688  33259.244798  25726.559716     28.500778    232.609701     22.424867    494.848915     25.510155    144.441957  50378.437361    730.405204      3.328810     94.163432   2229.518365   5749.081857      0.564470      0.569073      0.530916      0.549645      0.553824      0.525785      0.485344      0.389088      0.400482      0.487933      0.369555      0.386797      0.215172      0.208382      0.217352      0.219475      0.211559      0.217372      0.235169      0.201141      0.205536      0.242610      0.222160      0.224869      0.000024      0.000057      0.000984      0.000053      0.000020      0.000980      0.001010      0.000049      0.000082      0.004177      0.003249      0.003217      0.000015      0.000027      0.000061      0.000013      0.000025      0.000062      0.000034      0.000041      0.000039      0.000329      0.000245      0.000239      0.000033      0.000960      0.000928      0.000020      0.000055      0.000053     -0.027329     -0.013241      0.040869      0.122823      3.046866      3.030636      3.079593      3.197643      0.001000      0.013639      0.055767      0.014110      0.055700      0.045552      0.000244      0.000611      0.003012      0.000716      0.003159      0.002509      0.009532      0.037289      0.038219      0.038366      0.000312      0.001433      0.001328      0.001372      0.030781      0.000899      0.076885      0.075806      0.075921      0.075304      0.075354      0.072419      0.016714      0.016854      0.018034      0.016799      0.017917      0.018047      0.077339      0.076278      0.072205      0.066035      0.017267      0.017175      0.017453      0.018122      0.429400      0.451600      0.543600      0.696800      0.229000      0.242000      0.324600      0.261800      0.345400      0.466000      0.066400      0.135400      0.173000      0.192200      0.001609      0.002616      0.006465      0.002619      0.006363      0.005399      0.000048      0.000109      0.000797      0.000121      0.000743      0.000547
  1    27877.841730  96397.759715  38790.852785  94653.422119      1.732185   2857.792838     43.250672    189.105002     16.380279    322.126994  25868.708439   3157.937600     30.279467    105.765746   5488.710491   7454.161468      0.523855      0.646133      0.767737      0.509920      0.637629      0.773767      0.487331      0.348280      0.356231      0.491919      0.125072      0.124526      0.214014      0.201168      0.169453      0.215495      0.205225      0.166237      0.246086      0.210792      0.212116      0.247677      0.093301      0.092842      0.000082      0.000044      0.004138     -0.000102     -0.000064      0.003992      0.004029     -0.000026     -0.000064      0.005110      0.001017      0.001054      0.000025      0.000033      0.000434      0.000021      0.000029      0.000379      0.000349      0.000055      0.000050      0.000593      0.000094      0.000093     -0.000038      0.004056      0.004094      0.000007      0.000388      0.000380     -0.036776     -0.045343      0.213910      0.095919      3.935333      4.086403      4.393377      4.341652     -0.000340      0.074254      0.086293      0.070859      0.084290      0.020407      0.000197      0.003293      0.003804      0.003113      0.003703      0.000890      0.047359      0.057154      0.062682      0.060825      0.001536      0.001983      0.001992      0.002029      0.056927      0.001456      0.058529      0.055370      0.059731      0.055427      0.059863      0.048517      0.012211      0.013826      0.014124      0.013912      0.014230      0.013799      0.058308      0.058789      0.044209      0.050845      0.012447      0.012925      0.013896      0.013732      0.477600      0.491800      0.819600      0.642600      0.264800      0.419400      0.233400      0.433600      0.247600      0.605200      0.211800      0.025000      0.207200      0.221600      0.001050      0.005877      0.007183      0.005601      0.007036      0.002232      0.000028      0.000809      0.001298      0.000696      0.001152      0.000137
  1    86898.285468  27670.162151   2355.917400  14906.929219     17.059913    157.639026     49.668970     71.698348     25.262049    477.754582  51080.308573   2923.078943     36.816022    264.394689   3227.224923   1345.921792      0.738765      0.683825      0.405559      0.745034      0.690423      0.407087      0.506598      0.302267      0.300556      0.507295      0.399290      0.395345      0.171120      0.190299      0.238823      0.168502      0.187857      0.239230      0.248945      0.188745      0.187785      0.248854      0.230268      0.229600     -0.000034     -0.000051      0.001511      0.000014      0.000030      0.001576      0.001535     -0.000010     -0.000027      0.002071      0.000509      0.000525      0.000007      0.000009      0.000096      0.000007      0.000009      0.000107      0.000091      0.000013      0.000014      0.000143      0.000026      0.000026     -0.000016      0.001546      0.001562      0.000002      0.000095      0.000095      0.021426      0.007843      0.059270      0.072586      5.344742      5.388953      5.340488      6.026058     -0.000659      0.047089      0.062772      0.048201      0.064691      0.016591      0.000210      0.001020      0.001745      0.001149      0.001816      0.000531      0.031829      0.042793      0.042710      0.043821      0.000618      0.001044      0.000801      0.000819      0.040281      0.000638      0.031169      0.031876      0.032185      0.032139      0.032481      0.030064      0.005051      0.005048      0.005465      0.005085      0.005499      0.005330      0.030974      0.031404      0.029776      0.029355      0.005355      0.005399      0.005351      0.006037      0.640200      0.636200      0.605800      0.732800      0.489400      0.285600      0.410800      0.280800      0.406200      0.468800      0.135800      0.260800      0.149800      0.145000      0.000451      0.002028      0.002598      0.002089      0.002689      0.000951      0.000010      0.000195      0.000312      0.000228      0.000343      0.000037
  1    42662.949619  88786.537990  25027.458395  27333.592658     22.213209    268.302518     23.690711     65.448591     20.446563    442.016989  85260.748570   5586.360731     29.220175    493.197389   9938.543143   9942.055663      0.691846      0.662760      0.455201      0.681555      0.648221      0.456245      0.489748      0.273636      0.277175      0.486261      0.320684      0.326168      0.185447      0.192357      0.237903      0.188681      0.195743      0.237958      0.243936      0.170572      0.172013      0.244968      0.202113      0.204109      0.000085      0.000070      0.002303     -0.000008      0.000007      0.002224      0.002173     -0.000044     -0.000060      0.003041      0.000808      0.000824      0.000016      0.000019      0.000135      0.000015      0.000019      0.000121      0.000110      0.000023      0.000023      0.000183      0.000045      0.000045     -0.000015      0.002217      0.002233      0.000006      0.000114      0.000116     -0.005644      0.006021      0.074227      0.066627      3.925392      3.935977      3.968781      4.323269      0.001431      0.041566      0.056168      0.040145      0.055403      0.015013      0.000240      0.001403      0.002218      0.001274      0.002278      0.000722      0.027738      0.037935      0.038189      0.037395      0.000655      0.001211      0.001012      0.000948      0.035308      0.000746      0.053992      0.054334      0.055392      0.053926      0.055014      0.050891      0.011011      0.011281      0.011900      0.011241      0.011925      0.011689      0.054229      0.053600      0.049922      0.050332      0.011415      0.011445      0.011541      0.012572      0.531000      0.538200      0.595600      0.681400      0.368600      0.254400      0.333400      0.262000      0.341000      0.490000      0.098800      0.177000      0.154800      0.162600      0.001074      0.003529      0.004486      0.003387      0.004420      0.001767      0.000026      0.000328      0.000459      0.000286      0.000453      0.000079
  1    95158.119645  67222.903558  54584.276740  68998.300422      9.526671   5584.114626      5.015120    161.649431     30.895162    425.920160  42120.192323   7858.255204      6.012891    267.810676   9335.624664   5813.890601      0.638964      0.721147      0.679390      0.637815      0.723259      0.679255      0.496523      0.447437      0.444355      0.500564      0.271018      0.269407      0.202771      0.177627      0.209146      0.198361      0.174310      0.209299      0.245494      0.232880      0.233069      0.247530      0.186976      0.187186      0.000058      0.000042      0.001607     -0.000043     -0.000027      0.001522      0.001696      0.000147      0.000131      0.002875      0.001310      0.001326      0.000013      0.000017      0.000100      0.000011      0.000016      0.000116      0.000092      0.000035      0.000035      0.000220      0.000079      0.000079     -0.000016      0.001549      0.001565      0.000008      0.000098      0.000100     -0.036246     -0.027058      0.216031      0.011205      4.938991      4.878679      4.856602      4.830963      0.000324      0.042623      0.062405      0.040471      0.061276      0.036594      0.000232      0.001283      0.002021      0.001337      0.002013      0.001093      0.027012      0.041913      0.047983      0.046862      0.000630      0.001108      0.001095      0.001096      0.040983      0.000811      0.044662      0.041141      0.046736      0.040841      0.046468      0.039818      0.008783      0.009009      0.009055      0.008964      0.009050      0.009004      0.044846      0.044449      0.033928      0.042793      0.009251      0.009138      0.009096      0.009048      0.583200      0.574000      0.757000      0.616400      0.422600      0.423000      0.272000      0.414400      0.263800      0.489000      0.266200      0.114400      0.156800      0.147600      0.000775      0.002670      0.004005      0.002549      0.003929      0.002403      0.000020      0.000240      0.000501      0.000256      0.000555      0.000189
  1    40707.412642  17936.309145  22022.187772  38286.427165     15.245639    139.061035     13.019858     36.559096     44.965011    136.842370  72659.260521    217.106362     43.673005     19.556665   8441.382345   8923.725513      0.686778      0.694109      0.623299      0.681422      0.689709      0.628643      0.492814      0.075752      0.075313      0.492408      0.051657      0.049684      0.161138      0.159189      0.212189      0.159105      0.156671      0.215158      0.248608      0.057737      0.057197      0.248858      0.041474      0.039839      0.000082      0.000143      0.045855     -0.000089     -0.000150      0.045623      0.045384     -0.000390     -0.000328      0.049270      0.003558      0.003496      0.000225      0.000245      0.017742      0.000224      0.000244      0.017707      0.017073      0.000498      0.000498      0.019633      0.000773      0.000762      0.000061      0.045774      0.045713      0.000020      0.017525      0.017498     -0.141354     -0.131985      0.643546      0.691037      1.640364      1.614896      1.078698      0.932665     -0.000056      0.334290      0.360459      0.334849      0.360581      0.073009      0.000328      0.036768      0.039774      0.036735      0.039963      0.007583      0.222058      0.239883      0.309802      0.309899      0.022115      0.024159      0.034185      0.033946      0.265311      0.024945      0.137414      0.136007      0.137084      0.135270      0.136224      0.043392      0.022838      0.040929      0.042739      0.040876      0.042586      0.016146      0.137988      0.136855      0.043095      0.037353      0.023976      0.023604      0.015767      0.013632      0.205200      0.198600      0.868200      0.875600      0.039200      0.185000      0.173000      0.179400      0.167400      0.846000      0.022200      0.010000      0.162800      0.157200      0.002674      0.054239      0.058278      0.054044      0.058037      0.005299      0.000063      0.023968      0.027138      0.024091      0.027045      0.000767
  1    96753.575610  20881.156055  26248.046483  94133.272310      6.493718   1061.289373     22.147469    437.785128     28.414476    480.621654  19067.480098   1066.436065     42.662549    491.606522   7463.793491   2207.993823      0.612824      0.695929      0.635298      0.618293      0.688654      0.627712      0.505098      0.523720      0.520636      0.492798      0.389540      0.390347      0.200533      0.178988      0.208493      0.202332      0.181678      0.213037      0.231891      0.215354      0.215669      0.237754      0.218419      0.218250     -0.000043     -0.000030      0.000653     -0.000020     -0.000033      0.000663      0.000697      0.000001      0.000014      0.001598      0.000915      0.000902      0.000006      0.000008      0.000018      0.000007      0.000011      0.000020      0.000015      0.000012      0.000012      0.000051      0.000032      0.000033      0.000013      0.000696      0.000683      0.000006      0.000016      0.000015     -0.005256     -0.006421      0.075403     -0.001956      3.068966      3.097889      2.910259      3.267784     -0.001100      0.011677      0.026508      0.012069      0.026434      0.016310      0.000266      0.000543      0.000952      0.000501      0.001036      0.000656      0.007467      0.017439      0.018315      0.018418      0.000252      0.000539      0.000479      0.000489      0.015442      0.000347      0.057668      0.056038      0.059172      0.056094      0.059202      0.056205      0.009600      0.009186      0.009614      0.009273      0.009687      0.009557      0.057698      0.057765      0.053069      0.057509      0.010110      0.010206      0.009587      0.010765      0.500600      0.506400      0.538600      0.503200      0.359600      0.317200      0.229000      0.319800      0.232200      0.304200      0.208000      0.108800      0.105200      0.105400      0.000842      0.001493      0.002407      0.001561      0.002429      0.001804      0.000017      0.000043      0.000120      0.000058      0.000130      0.000075
