   Scenario         N1            N2            N3            N4            t1            t2            d3           Nbn3           d4           Nbn4          N34            t3           d34          Nbn34           t4            Na        AMLm_1.2.3    AMLm_1.2.4    AMLm_1.3.4    AMLm_2.1.3    AMLm_2.1.4    AMLm_2.3.4    AMLm_3.1.2    AMLm_3.1.4    AMLm_3.2.4    AMLm_4.1.2    AMLm_4.1.3    AMLm_4.2.3    AMLv_1.2.3    AMLv_1.2.4    AMLv_1.3.4    AMLv_2.1.3    AMLv_2.1.4    AMLv_2.3.4    AMLv_3.1.2    AMLv_3.1.4    AMLv_3.2.4    AMLv_4.1.2    AMLv_4.1.3    AMLv_4.2.3    F3m_1.2.3     F3m_1.2.4     F3m_1.3.4     F3m_2.1.3     F3m_2.1.4     F3m_2.3.4     F3m_3.1.2     F3m_3.1.4     F3m_3.2.4     F3m_4.1.2     F3m_4.1.3     F3m_4.2.3     F3v_1.2.3     F3v_1.2.4     F3v_1.3.4     F3v_2.1.3     F3v_2.1.4     F3v_2.3.4     F3v_3.1.2     F3v_3.1.4     F3v_3.2.4     F3v_4.1.2     F3v_4.1.3     F3v_4.2.3    F4m_1.2.3.4   F4m_1.3.2.4   F4m_1.4.2.3   F4v_1.2.3.4   F4v_1.3.2.4   F4v_1.4.2.3     FST1m_1       FST1m_2       FST1m_3       FST1m_4       FST1v_1       FST1v_2       FST1v_3       FST1v_4      FST2m_1.2     FST2m_1.3     FST2m_1.4     FST2m_2.3     FST2m_2.4     FST2m_3.4     FST2v_1.2     FST2v_1.3     FST2v_1.4     FST2v_2.3     FST2v_2.4     FST2v_3.4    FST3m_1.2.3   FST3m_1.2.4   FST3m_1.3.4   FST3m_2.3.4   FST3v_1.2.3   FST3v_1.2.4   FST3v_1.3.4   FST3v_2.3.4  FST4m_1.2.3.4 FST4v_1.2.3.4    HBm_1.2       HBm_1.3       HBm_1.4       HBm_2.3       HBm_2.4       HBm_3.4       HBv_1.2       HBv_1.3       HBv_1.4       HBv_2.3       HBv_2.4       HBv_3.4        HWm_1         HWm_2         HWm_3         HWm_4         HWv_1         HWv_2         HWv_3         HWv_4         ML1p_1        ML1p_2        ML1p_3        ML1p_4       ML2p_1.2      ML2p_1.3      ML2p_1.4      ML2p_2.3      ML2p_2.4      ML2p_3.4     ML3p_1.2.3    ML3p_1.2.4    ML3p_1.3.4    ML3p_2.3.4     NEIm_1.2      NEIm_1.3      NEIm_1.4      NEIm_2.3      NEIm_2.4      NEIm_3.4      NEIv_1.2      NEIv_1.3      NEIv_1.4      NEIv_2.3      NEIv_2.4      NEIv_3.4   
  1    91937.105621  94053.646520  91424.154480  44361.277636     24.288433   3117.168970     15.880962    202.797891     46.733302    447.890069  25582.216489   3680.772659     18.278212    184.839331   4016.534959   3937.040803      0.467147      0.609210      0.747581      0.465948      0.610058      0.753371      0.500892      0.417894      0.419508      0.501137      0.198219      0.191647      0.224364      0.219542      0.177557      0.225542      0.219800      0.176099      0.245932      0.231228      0.230848      0.247433      0.151017      0.147528      0.000036      0.000000      0.001139     -0.000015      0.000020      0.001123      0.001187      0.000085      0.000049      0.002320      0.001182      0.001218      0.000010      0.000014      0.000084      0.000008      0.000013      0.000090      0.000064      0.000030      0.000030      0.000201      0.000070      0.000072     -0.000036      0.001103      0.001138      0.000008      0.000080      0.000083     -0.069518     -0.062111      0.248264      0.026252      5.730555      5.616282      5.630046      5.857207      0.000501      0.033364      0.055127      0.032128      0.055766      0.036343      0.000161      0.000976      0.001672      0.000926      0.001674      0.001301      0.021073      0.037282      0.042340      0.042181      0.000383      0.000806      0.000889      0.000903      0.035722      0.000586      0.041513      0.036674      0.042093      0.036479      0.041969      0.034853      0.008214      0.008614      0.008909      0.008527      0.008893      0.008725      0.041636      0.041348      0.029265      0.037908      0.008685      0.008512      0.008533      0.008877      0.553600      0.551800      0.833400      0.669200      0.318200      0.473800      0.297000      0.473200      0.295800      0.590200      0.241600      0.063200      0.232000      0.231400      0.000727      0.002090      0.003393      0.002049      0.003458      0.002144      0.000014      0.000180      0.000462      0.000178      0.000500      0.000175
  1    64301.695225  23721.908246  53196.470557  48261.461239     19.183126   2700.512962     47.333871    447.687615      8.107382    149.204083  87443.790529   2855.219909     47.195183    260.010145   6990.116815   7076.488316      0.648663      0.755522      0.747621      0.656000      0.756475      0.743639      0.504690      0.433898      0.433616      0.498955      0.196371      0.198914      0.179604      0.149287      0.174757      0.179224      0.149016      0.176760      0.242044      0.219573      0.220207      0.243926      0.136002      0.137366      0.000103      0.000131      0.005495     -0.000068     -0.000096      0.005296      0.005366     -0.000026      0.000002      0.007309      0.001945      0.001917      0.000040      0.000048      0.000505      0.000034      0.000044      0.000431      0.000400      0.000082      0.000086      0.000713      0.000145      0.000149      0.000028      0.005392      0.005364      0.000016      0.000436      0.000434      0.003003     -0.001980      0.158391      0.068488      2.697664      2.706375      2.920197      2.799153      0.000434      0.069155      0.087890      0.066970      0.085233      0.026323      0.000306      0.003888      0.004715      0.003540      0.004435      0.001336      0.045336      0.058905      0.062660      0.060978      0.001943      0.002505      0.002408      0.002204      0.056976      0.001758      0.080071      0.079084      0.084655      0.079113      0.084627      0.072912      0.016783      0.018419      0.018417      0.018355      0.018347      0.018310      0.079837      0.080236      0.067394      0.074593      0.017298      0.017354      0.018725      0.017949      0.477000      0.475000      0.703600      0.504800      0.350600      0.381200      0.160800      0.377400      0.158600      0.436400      0.262000      0.040800      0.118400      0.115000      0.001602      0.007874      0.010196      0.007684      0.009966      0.003834      0.000047      0.001013      0.001621      0.000912      0.001484      0.000272
  1    85062.754618  26596.203529  59213.177348  36200.907204      8.083487   2944.803819     10.192370    178.655568      1.905350    201.829101   9588.943472   7605.649120     29.990450      7.027398   7761.128608   1985.245383      0.689674      0.765835      0.741782      0.699195      0.772492      0.741462      0.508864      0.385496      0.386264      0.508561      0.168637      0.169358      0.175464      0.150261      0.191527      0.175898      0.149746      0.191618      0.249968      0.225225      0.225441      0.249928      0.131614      0.132144     -0.000040     -0.000055      0.010029      0.000026      0.000041      0.010110      0.010137      0.000067      0.000052      0.010512      0.000427      0.000442      0.000040      0.000039      0.004448      0.000041      0.000041      0.004278      0.004346      0.000017      0.000016      0.004349      0.000019      0.000020     -0.000015      0.010070      0.010085      0.000001      0.004327      0.004332     -0.071893     -0.103403      0.578889      0.290844      4.545521      4.779975      1.832936      2.399252     -0.000340      0.252320      0.226594      0.249619      0.225126      0.021335      0.000247      0.013704      0.010812      0.014277      0.010725      0.000572      0.162862      0.153696      0.192552      0.191538      0.008463      0.006796      0.009182      0.008924      0.173609      0.006642      0.043575      0.040014      0.046146      0.040711      0.046873      0.023143      0.007013      0.009402      0.009331      0.009415      0.009379      0.002965      0.042958      0.044221      0.016877      0.028421      0.007301      0.007677      0.002944      0.003854      0.579000      0.580000      0.830000      0.639200      0.445200      0.410800      0.219800      0.411800      0.221000      0.552800      0.277200      0.086200      0.133600      0.134600      0.000613      0.010873      0.011177      0.010959      0.011302      0.000671      0.000007      0.005578      0.005547      0.005454      0.005467      0.000016
  1    20190.032302  45807.489937  22600.602299  80025.948151     15.513924   1114.037471     40.906401     49.319943     14.033438     18.858716  74293.782933   1227.358732     26.288228     51.026930   4856.330533   6885.184090      0.558502      0.636737      0.758515      0.582683      0.652599      0.751844      0.518160      0.310180      0.303946      0.511154      0.141533      0.140957      0.200881      0.192860      0.160248      0.201003      0.190121      0.161681      0.246594      0.190959      0.189308      0.248645      0.113662      0.113278     -0.000182     -0.000019      0.009304      0.000226      0.000063      0.009549      0.009249     -0.000236     -0.000073      0.019313      0.009990      0.009827      0.000051      0.000091      0.001725      0.000053      0.000091      0.001870      0.001153      0.000572      0.000578      0.005881      0.002388      0.002339      0.000163      0.009486      0.009323      0.000053      0.001749      0.001769     -0.026951     -0.039074      0.231909      0.415707      2.760128      2.765428      3.131420      2.434736      0.000555      0.116240      0.237684      0.120118      0.237088      0.158097      0.000258      0.007371      0.017817      0.007134      0.017439      0.015156      0.078664      0.159782      0.172563      0.173660      0.003821      0.009959      0.010059      0.009906      0.145398      0.007132      0.079392      0.078009      0.081176      0.078882      0.081723      0.061694      0.015683      0.019742      0.024378      0.019933      0.024407      0.021036      0.078883      0.079814      0.058999      0.044881      0.016285      0.016316      0.018476      0.014365      0.390600      0.379200      0.788000      0.747200      0.176000      0.344200      0.238200      0.331000      0.225400      0.650400      0.136600      0.026000      0.207600      0.194400      0.001520      0.012548      0.024426      0.013046      0.024469      0.013764      0.000038      0.002347      0.009360      0.002536      0.009389      0.003708
  1    67247.288499  35460.461296  39456.062048  52290.789256      5.172681   2569.385074     49.312961    168.846978     45.650190    343.783003  32166.812939   3255.165559     30.243028    352.529289   3466.353860    684.694357      0.565125      0.701761      0.760437      0.575256      0.711013      0.760026      0.511680      0.477454      0.472810      0.513062      0.222424      0.220131      0.217118      0.189660      0.179399      0.217939      0.187451      0.179619      0.249174      0.244516      0.244612      0.249094      0.170187      0.168405     -0.000043     -0.000058      0.000596      0.000030      0.000045      0.000683      0.000659      0.000021      0.000005      0.001294      0.000640      0.000656      0.000003      0.000004      0.000025      0.000003      0.000004      0.000032      0.000021      0.000009      0.000009      0.000082      0.000039      0.000038     -0.000015      0.000638      0.000654      0.000002      0.000026      0.000028     -0.126697     -0.152017      0.467224     -0.060341      6.610197      6.890575      5.137135      6.728383     -0.000486      0.030575      0.045792      0.033542      0.048879      0.034047      0.000181      0.000569      0.000971      0.000767      0.001287      0.000751      0.019137      0.031548      0.037758      0.039926      0.000274      0.000602      0.000630      0.000796      0.032042      0.000492      0.026823      0.020160      0.026993      0.020530      0.027394      0.019423      0.003410      0.002976      0.003252      0.003041      0.003311      0.003123      0.026538      0.027134      0.012549      0.024975      0.003667      0.003823      0.002850      0.003733      0.618400      0.612600      0.862600      0.639800      0.435800      0.506000      0.279400      0.500600      0.274400      0.537200      0.324600      0.098000      0.181200      0.175800      0.000339      0.000854      0.001518      0.000918      0.001599      0.000954      0.000004      0.000055      0.000127      0.000049      0.000143      0.000070
  1    46222.044500  63048.126583  30326.339547  23209.215727      9.983915   2656.526974     39.391261    177.151369     21.156164    323.296064  94889.970867   3000.917762      2.200330    487.072765   8342.448620   7924.278878      0.617009      0.648435      0.573276      0.602644      0.645098      0.579819      0.488236      0.455304      0.460113      0.501151      0.388553      0.391830      0.207056      0.192429      0.219681      0.209314      0.195681      0.218883      0.236160      0.216035      0.216489      0.243792      0.229003      0.229547      0.000047     -0.000077      0.000701     -0.000069      0.000055      0.000709      0.000833      0.000180      0.000055      0.002928      0.002150      0.002274      0.000009      0.000015      0.000046      0.000006      0.000017      0.000040      0.000030      0.000035      0.000029      0.000172      0.000115      0.000121     -0.000124      0.000654      0.000778      0.000014      0.000044      0.000038     -0.026176     -0.019749      0.078784      0.076742      3.617179      3.587658      3.606297      3.920800     -0.000359      0.014961      0.046827      0.013059      0.049057      0.040709      0.000234      0.000637      0.001783      0.000563      0.001911      0.001632      0.009104      0.031836      0.034251      0.034418      0.000294      0.000995      0.000949      0.000955      0.027400      0.000683      0.060870      0.058840      0.060871      0.058533      0.060812      0.057226      0.012282      0.012375      0.013115      0.012272      0.013179      0.013262      0.061083      0.060701      0.054836      0.054957      0.012817      0.012712      0.012778      0.013892      0.489200      0.495200      0.569600      0.664000      0.320400      0.286000      0.308400      0.294200      0.316600      0.412200      0.142200      0.151400      0.139400      0.149800      0.001100      0.002070      0.004256      0.001897      0.004508      0.003771      0.000029      0.000106      0.000432      0.000090      0.000437      0.000317
  1    41245.303776  97795.183296  48666.274688  95991.533371      6.334948    399.981219     23.608117    103.401548     12.828800     22.820733  13316.800772   4466.957730      4.377232    151.704484   6163.759312   2673.533261      0.553676      0.489206      0.390171      0.552693      0.485424      0.387184      0.498317      0.151588      0.151206      0.496189      0.235253      0.235588      0.226284      0.226024      0.227958      0.224807      0.222580      0.226650      0.248178      0.111529      0.111840      0.249725      0.175690      0.175724      0.000068      0.000078      0.002770     -0.000015     -0.000025      0.002677      0.002603     -0.000099     -0.000089      0.007435      0.004744      0.004733      0.000012      0.000031      0.000349      0.000009      0.000026      0.000320      0.000206      0.000133      0.000121      0.001991      0.001154      0.001156      0.000010      0.002702      0.002691      0.000015      0.000326      0.000317      0.012707      0.026188      0.113963      0.296932      4.009761      3.870748      5.683410      6.308580      0.001482      0.071774      0.194237      0.070172      0.193325      0.136826      0.000190      0.002450      0.009146      0.002220      0.009275      0.009189      0.048161      0.132277      0.135005      0.134144      0.001402      0.005692      0.004651      0.004667      0.112447      0.003605      0.036214      0.037213      0.038682      0.036882      0.038330      0.033946      0.004952      0.006328      0.009762      0.006186      0.009650      0.009938      0.036409      0.035912      0.032675      0.025928      0.005453      0.005264      0.007729      0.008579      0.493800      0.491800      0.769400      0.881800      0.222400      0.308800      0.408000      0.306400      0.405000      0.729200      0.039800      0.137400      0.269000      0.266600      0.000575      0.003288      0.008981      0.003176      0.008895      0.006144      0.000015      0.000436      0.003074      0.000398      0.003055      0.001648
  1    86904.416027  65692.141728  55249.857922  52833.754517     17.945405   2907.367142      5.557780    424.940036     41.435597    136.885179  43499.981762   4191.296202     37.997735    172.999154   6784.833394   1295.955516      0.569917      0.639848      0.652414      0.586936      0.655183      0.651184      0.518830      0.382235      0.373190      0.517770      0.248476      0.242578      0.218689      0.208372      0.222661      0.215788      0.203062      0.222037      0.248244      0.228391      0.226619      0.249141      0.182880      0.180262     -0.000042     -0.000032      0.001324      0.000056      0.000046      0.001412      0.001266     -0.000101     -0.000090      0.002892      0.001536      0.001526      0.000006      0.000011      0.000106      0.000006      0.000010      0.000124      0.000062      0.000030      0.000032      0.000441      0.000181      0.000184      0.000010      0.001366      0.001356      0.000003      0.000107      0.000110     -0.082063     -0.108918      0.314462      0.119952      5.178945      5.263134      5.579343      6.605293      0.000465      0.049082      0.098050      0.052068      0.099232      0.064010      0.000178      0.001268      0.002763      0.001266      0.003073      0.001736      0.032104      0.065916      0.072124      0.073565      0.000754      0.001813      0.001545      0.001616      0.060858      0.001293      0.029390      0.024923      0.029168      0.025381      0.029606      0.022427      0.003411      0.003500      0.004478      0.003582      0.004568      0.004309      0.029016      0.029736      0.018383      0.023599      0.003724      0.003785      0.004012      0.004750      0.580800      0.561600      0.820800      0.728600      0.368200      0.436800      0.333400      0.417600      0.314000      0.593800      0.226600      0.121600      0.210200      0.191000      0.000411      0.001506      0.003428      0.001638      0.003541      0.001822      0.000009      0.000121      0.000745      0.000149      0.000783      0.000219
  1    69891.991190  47954.308673  34387.650228  30298.360408      7.447863    261.624652     25.601388    366.115565     21.182480    246.977765  94026.660604   2924.829451     20.990723    440.193647   7655.924803   1702.897478      0.690687      0.641165      0.423679      0.696500      0.650917      0.427423      0.510028      0.306123      0.304383      0.512320      0.382078      0.380492      0.188387      0.198978      0.234996      0.190317      0.200562      0.236731      0.244377      0.185766      0.184739      0.246137      0.223570      0.223103     -0.000038     -0.000045      0.000923     -0.000006      0.000002      0.000963      0.000964      0.000003     -0.000004      0.001691      0.000723      0.000731      0.000003      0.000004      0.000022      0.000003      0.000003      0.000022      0.000021      0.000008      0.000008      0.000053      0.000023      0.000024     -0.000008      0.000961      0.000969      0.000002      0.000021      0.000022      0.037406      0.027798      0.023031      0.025915      4.053474      3.928466      4.382700      5.484705     -0.001294      0.026948      0.046957      0.027716      0.048012      0.021120      0.000197      0.000634      0.001362      0.000649      0.001277      0.000735      0.018006      0.031800      0.031774      0.032408      0.000392      0.000902      0.000695      0.000663      0.028538      0.000571      0.033338      0.034390      0.035060      0.034587      0.035273      0.034388      0.004349      0.004342      0.004835      0.004258      0.004755      0.005303      0.033215      0.033547      0.033711      0.033612      0.004826      0.004677      0.005218      0.006530      0.578800      0.581000      0.589200      0.725800      0.406400      0.263800      0.383000      0.265400      0.384600      0.473600      0.105200      0.221800      0.156800      0.158000      0.000400      0.001261      0.001875      0.001291      0.001924      0.001100      0.000004      0.000051      0.000089      0.000051      0.000094      0.000030
  1    94929.089473  39574.609742  84769.158391   7652.858978     18.800866    753.071213     22.033874    450.439885     35.829724    134.984999  21887.882167   2073.188818      1.117048     45.656231   3710.699999    800.591079      0.628039      0.580447      0.435015      0.617131      0.565532      0.431579      0.490667      0.275760      0.284171      0.486856      0.337280      0.346574      0.211965      0.217772      0.237982      0.215993      0.220036      0.236740      0.246292      0.182863      0.186824      0.249261      0.220294      0.223442     -0.000037     -0.000006      0.000842      0.000033      0.000003      0.000881      0.000801     -0.000078     -0.000047      0.003138      0.002290      0.002259      0.000002      0.000005      0.000036      0.000003      0.000006      0.000041      0.000021      0.000018      0.000019      0.000319      0.000223      0.000218      0.000030      0.000878      0.000848      0.000003      0.000036      0.000039     -0.015258      0.003899      0.148683      0.087829      4.340531      4.394469      4.566532      7.781604     -0.000115      0.026704      0.098199      0.029358      0.099335      0.077549      0.000184      0.000561      0.003502      0.000642      0.003811      0.002968      0.018322      0.067034      0.068604      0.069870      0.000332      0.002387      0.001968      0.002047      0.056288      0.001559      0.030007      0.028614      0.031889      0.028398      0.031612      0.028524      0.003490      0.003408      0.005091      0.003429      0.005101      0.005343      0.030296      0.029724      0.025404      0.027220      0.003865      0.003913      0.004066      0.006929      0.552400      0.567200      0.691600      0.820600      0.344000      0.301200      0.407000      0.315800      0.421800      0.587000      0.101800      0.201600      0.198800      0.213400      0.000365      0.001036      0.003440      0.001093      0.003419      0.002615      0.000003      0.000049      0.000464      0.000045      0.000460      0.000317
  1    95137.878840  96561.276115  44627.825788  57842.243249     11.540182   6101.088804     19.920614    223.158747     37.487926     97.295668  30530.036236   7660.290634     11.247903     39.058546   9124.356815   1679.146354      0.535188      0.666628      0.770486      0.526122      0.657347      0.769988      0.491124      0.405587      0.412043      0.491200      0.168768      0.172528      0.220012      0.201243      0.175011      0.221974      0.205407      0.175415      0.249578      0.237646      0.238345      0.249801      0.138533      0.140858     -0.000045     -0.000060      0.000967      0.000038      0.000053      0.001066      0.001041      0.000029      0.000014      0.002125      0.001098      0.001113      0.000004      0.000005      0.000104      0.000005      0.000006      0.000133      0.000099      0.000028      0.000033      0.000359      0.000154      0.000162     -0.000015      0.001013      0.001027      0.000002      0.000114      0.000116     -0.184996     -0.154206      0.555158      0.010361      5.230468      5.238917      4.225620      6.883646     -0.000277      0.052826      0.079764      0.058057      0.084864      0.066897      0.000165      0.001271      0.002295      0.001258      0.002258      0.002510      0.032797      0.054888      0.067999      0.071753      0.000645      0.001418      0.001418      0.001408      0.056579      0.001072      0.025622      0.018853      0.025891      0.018600      0.025667      0.016843      0.002171      0.002124      0.002820      0.002213      0.002931      0.002634      0.025966      0.025292      0.009748      0.021686      0.002511      0.002516      0.002029      0.003305      0.569800      0.583800      0.891800      0.700200      0.369000      0.477800      0.281000      0.491000      0.294600      0.614200      0.277600      0.080600      0.200200      0.213400      0.000292      0.001230      0.002375      0.001359      0.002528      0.001373      0.000002      0.000174      0.000532      0.000238      0.000627      0.000212
